SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |1|CPF/CNPJ OBRIGATORIO|
SYS_PARAMETRO                           |CODPARAMETRO                            |113|VE|106|1|VE_FORMAPG_RESTANTE|D|5|GER_FORMAPAGAMENTO|NOME|CODFORMAPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |114|VE|107|1|VE_TITULO_PC_AVULSA|C|Preço Custo||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |115|VE|108|1|VE_ACEITAR_MERC_SC|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |116|VE|109|1|VE_ACEITAR_SERV_SC|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |117|VE|110|1|VE_TITULO_VENDA|C|Nota de Venda||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |118|VE|111|1|VE_DATA_NV|I|1||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |119|VE|112|1|VE_DATA_OS|I|2||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |120|VE|113|1|VE_NUM_NOTA|I|2||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |121|ES|114|1|ES_UND_PADRAO|D|1|EST_UNIDADE|NOME|CODUNIDADE|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |122|ES|115|1|ES_TITULO_CPADRAO|C|Cód.Fabricante||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |123|ES|116|1|ES_ACERTO_SALDO|D|5|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |124|ES|117|1|ES_ACERTO_GRADE|D|7|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |125|ES|118|1|ES_TIT_SLD_GRADE|C|Saldo Grade||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |126|DS|119|1|ES_COR_MERC|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |127|ES|121|1|ES_ALIQ_PADRAO|D|2|EST_ALIQUOTA|NOME|CODALIQUOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |128|ES|120|1|ES_CST_PADRAO|D|060|EST_CST|DESCRICAO|CODCST|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |129|VE|122|1|VE_NOTA_CONSIGNADA|D|-1|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |130|VE|123|1|VE_COMISSAO_RV|I|3||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |131|VE|124|1|VE_COMISSAO_NM|I|2||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |132|VE|125|1|VE_COMISSAO_BC|I|2||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |133|VE|126|1|VE_COMISSAO_POR|I|1||||1|4|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |134|VE|127|1|VE_MODELO_NOTA|I|2||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |135|VE|128|1|VE_MENSAGEM1|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |136|VE|129|1|VE_MENSAGEM2|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |137|VE|130|1|VE_MENSAGEM3|C|Prazo para troca: 3 dias uteis||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |138|UT|131|1|UT_IMP_LOGOMARCA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |139|UT|132|1|UT_PASTA_LOGOMARCA|P|img\logo.bmp||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |140|VE|133|1|VE_PLANO_AVISTA|D|11|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |141|VE|134|1|VE_TESTAR_LIMITE|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |142|VE|135|1|VE_BLOQUEAR_ATRASO|I|1||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |143|VE|136|1|VE_BLOQUEAR_INATIVO|I|1||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |144|VE|137|1|VE_PASSAR_PECAS|I|2||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |145|VE|138|1|VE_TIPONOTA_OS|D|14|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |146|DP|139|1|DP_CODSALARIO|D|1|USR_PRODESC|NOME|CODPRODESC|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |147|DP|140|1|DP_CODABONO|D|6|USR_PRODESC|NOME|CODPRODESC|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |149|CF|141|1|CF_SAIR_END_CARTA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |150|ES|142|1|ES_TAB_PRECO1|C|30/60/90 dias||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |151|ES|143|1|ES_TAB_PRECO2|C|30 dias||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |152|ES|144|1|ES_TAB_PRECO3|C|À vista||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |153|ES|145|1|ES_COND_PRECO1|D|8|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |154|ES|146|1|ES_COND_PRECO2|D|3|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |155|ES|147|1|ES_COND_PRECO3|D|1|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |156|EM|148|1|EM_BARRA_ETIQMERC|I|1||||0|8|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |157|EM|149|1|EM_ESPACO_ETIQMERC|I|1||||1|4|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |158|EM|150|1|EM_TAMANHO_ETIQMERC|D|7|SYS_PARAMETRO_OPCAO|OPCAO|CODOPCAO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |159|EM|151|1|EM_COLUNAS_ETIQMERC|I|2||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |160|EM|152|1|EM_LINHAS_ETIQMERC|I|12||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |161|EM|153|1|EM_PRECO1_ETIQMERC|D|2|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |162|EM|154|1|EM_PRECO2_ETIQMERC|D|0|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |163|EM|155|1|EM_CODCUSTO_ETIQMERC|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |164|EM|156|1|EM_CHAVECUSTO_ETIQ|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |165|DS|157|1|EM_PVENDA_ETIQMERC|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |166|EM|158|1|EM_DESCPRECO1_ETIQ|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |167|EM|159|1|EM_DESCPRECO2_ETIQ|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |168|VE|40|1|VE_CODIGO_PREFERIDO|I|1||||1|7|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |169|VE|160|1|VE_SERVICO_ZERADO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |170|VE|161|1|VE_COMIS_PC_AVULSA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |171|VE|162|1|VE_PEDIR_VENDEDOR|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |172|ES|163|1|ES_PRECO_F6|D|11|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |173|EM|164|1|EM_CODFAB_ETIQMERC|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |174|EM|165|1|EM_VALOR_ETIQMERC|I|1||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |175|EC|167|1|EC_PASTA_IMPORTA_CF|C|c:\chart\pdv||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |176|EC|166|1|EC_PASTA_EXPORTA_CF|C|c:||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |177|EC|169|1|EC_CFOP_IMPORTA_CF|D|290|ENS_CFOP|CFOP|CODCFOP|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |178|EC|170|1|EC_TIPONT_IMPORTA_CF|D|29|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |179|GE|168|1|GE_USA_ECF|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |180|GE|171|1|GE_DESCRICAO_MERC_NF|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |181|ES|172|1|ES_OBS_NF_1|C|EMPRESA OPTANTE PELO SIMPLES NACIONAL||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |182|ES|173|1|ES_OBS_NF_2|C|NÃO GERA DIREITO À CREDITO FISCAL DE ICMS||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |183|ES|174|1|ES_CAPTURAR_MERC|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |184|VE|175|1|VE_VER_COMPRADOR|I|1||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |185|GE|176|1|GE_TRABALHA_REQ|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |186|VE|177|1|VE_TIPONOTA_DEVOL|D|12|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |187|VE|178|1|VE_REQ_OCULTARZERADA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |188|GE|180|1|GE_TRABALHA_GRUPOSEQ|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |189|GE|179|1|GE_CODIGO_GRUPOSEQ|D|4|EST_TIPOCODIGOMERCADORIA|NOME|CODTIPOCODIGOMERCADORIA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |190|CF|181|1|CF_VERCF_VAZIO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |191|ES|182|1|ES_VEREST_VAZIO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |192|VE|9|1|VE_CAMPO_BUSCA|C|NÚMERO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |193|EM|183|1|EM_PORTA_ETIQMERC|C|||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |194|EM|184|1|EM_COLUNA_ETIQMERC|I|2||||1|5|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |195|CO|185|1|CO_CLASSIF_PADRAO|D|1|CNT_CLASSIFICACAO|NOME|CODCLASSIFICACAO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |196|EC|186|1|EC_RELACAO_ECF|C|C2||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |197|ES|187|1|ES_NF_CANCELADA|D|11|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |198|CO|189|1|CO_COMPL_NUMDUP|C|/07||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |199|CO|190|1|CO_ALT_NUM_CT_QUIT|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |200|VE|191|1|VE_TRABALHA_ORCTO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |201|VE|192|1|VE_PORTA_REQ|C|LPT1||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |202|VE|193|1|VE_NOTACREDITO|D|7|GER_TIPODOCUMENTO|NOME|CODTIPODOCUMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |203|ES|194|1|ES_BUSCA_ADICIONAL|C|APLICAÇÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |204|ES|195|1|ES_ATU_CUSTO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |205|VE|196|1|VE_TIPONOTA_RAPIDA|D|6|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |206|VE|197|1|VE_DESC_MAX_MERC|R|5||||0|100|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |207|VE|198|1|VE_DESC_MAX_SERV|R|0||||0|100|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |208|GE|199|1|GE_USA_VENDA_RAPIDA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |209|VE|200|1|VE_ASS_VEN_NV|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |210|VE|201|1|VE_SAIR_JUROS_NV|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |211|VE|202|1|VE_SALVA_FATURA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |212|ES|203|1|ES_ACESSA_ATU_CUSTO|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |213|VE|204|1|VE_FATURA_VRAPIDA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |214|VE|205|1|VE_QUANT_VRAPIDA|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |215|VE|206|1|VE_TIPOORC_RAPIDA|D|4|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |216|VE|207|1|VE_FORMA_DINHEIRO|D|1|GER_FORMAPAGAMENTO|NOME|CODFORMAPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |217|VE|208|1|VE_FORMA_CHEQUE|D|2|GER_FORMAPAGAMENTO|NOME|CODFORMAPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |218|VE|209|1|VE_FORMA_CREDIARIO|D|5|GER_FORMAPAGAMENTO|NOME|CODFORMAPAGAMENTO|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |219|VE|210|1|VE_FOCO_FECHA_NF|I|2||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |220|VE|211|1|VE_FOCO_PREFERIDO|I|1||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |221|VE|212|1|VE_IMPRIME_FATURA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |222|VE|213|1|VE_ATIVAR_NO_DIA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |223|VE|214|1|VE_PORTA_CUPOM|C|LPT1||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |224|VE|215|1|VE_SAIR_FAB_CUPOM|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |225|VE|216|1|VE_COMPRADOR_VRAPIDA|I|1||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |226|CO|217|1|CO_IMPRESSAO_RECIBO|I|3||||1|5|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |227|VE|218|1|VE_NOTA_POR_PARCELA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |228|VE|219|1|VE_CHECA_CONTAS|I|1||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |229|VE|220|1|VE_OBS_CLIENTE|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |230|VE|221|1|VE_MC_PRECOCUSTO|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |231|VE|222|1|VE_PEDIR_DT_FATURAR|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |232|ES|223|1|ES_ATUALIZA_FORNEC|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |233|VE|224|1|VE_SAIR_ASS_AVISTA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |234|VE|225|1|VE_SAIR_MSG_AVISTA|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |235|ES|226|1|ES_TIPOLAN_GRADE|I|2||||1|2|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |236|UT|227|1|UT_TIPO_SENHA|I|1||||1|3|(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |237|VE|228|1|VE_REQ_AUTO_QTE|L|NÃO||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |238|VE|229|1|VE_REQ_AUTO_PRC|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |239|VE|230|1|VE_INIBE_MSG_EST_NEG|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |240|VE|231|1|VE_REQ_ACEITA_REP|L|SIM||||||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |241|DS|232|1|VE_AUTO_IMP_REQ|L|NÃO||||||(Memo)||NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |242|DS|233|1|DS_IMP_TERMICA|L|NÃO||||||(Memo)||NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |243|VE|234|1|VE_CODIGO_BARRA|D|1|EST_TIPOCODIGOMERCADORIA|NOME|CODTIPOCODIGOMERCADORIA|||(Memo)|||
SYS_PARAMETRO                           |CODPARAMETRO                            |244|DS|235|1|ES_NF_FRETE|D|14|GER_TIPONOTA|NOME|CODTIPONOTA|||(Memo)|14/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |246|ES|237|1|ES_CFOP_ST_FORA|D|39|ENS_CFOP|CFOP|CODCFOP|||(Memo)|14/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |247|ES|236|1|ES_CFOP_ST_DENTRO|D|20|ENS_CFOP|CFOP|CODCFOP|||(Memo)|14/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |248|VE|238|1|VE_PEDIR_DESCONTO|L|NÃO||||||(Memo)|20/03/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |249|VE|239|1|VE_INIBIR_LIM_CAT|D|99|CLF_CATEGORIA|NOME|CODCATEGORIA|||(Memo)|31/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |250|VE|240|1|VE_BLOQUEAR_CAT|D|4|CLF_CATEGORIA|NOME|CODCATEGORIA|||(Memo)|31/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |251|VE|241|1|VE_PLANO_NV|D|12|GER_CONDICAOPAGAMENTO|NOME|CODCONDICAOPAGAMENTO|||(Memo)|31/03/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |252|ES|242|1|ES_SERVICO_MOTOR|L|NÃO||||||(Memo)|02/04/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |253|EC|243|1|EC_CODIGO_PREFERIDO|I|1||||1|4|(Memo)|23/04/2008|99|
SYS_PARAMETRO                           |CODPARAMETRO                            |254|GE|244|1|GE_MOD_GERENCIAL|L|NÃO||||||(Memo)|26/04/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |255|VE|245|1|VE_EXIBIR_DESCONTO|L|NÃO||||||(Memo)|30/04/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |256|GE|246|1|GE_CODIGO_IMP_NF|I|1||||1|5|(Memo)|03/05/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |257|ES|247|1|ES_EXIBIR_SERV_NF|L|NÃO||||||(Memo)|03/05/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |258|ES|248|1|ES_CAPTURA_SERV|L|NÃO||||||(Memo)|05/05/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |259|ES|249|1|ES_SERVICO_DENTRO|D|2|ENS_CFOP|CFOP|CODCFOP|||(Memo)|05/05/2008||
SYS_PARAMETRO                           |CODPARAMETRO                            |260|ES|250|1|ES_SERVICO_FORA|D|2|ENS_CFOP|CFOP|CODCFOP|||(Memo)|05/05/2008||
SYS_PARAMETRO                           |CODPARAMETRO                            |261|VE|251|1|VE_ACEITA_CH_SC|L|NÃO||||||(Memo)|05/05/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |262|VE|252|1|VE_CLIENTE_CH_SC|D|0|CLF_CLIFOR|NOME|ID_CLIFOR|||(Memo)|05/05/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |263|ES|253|1|ES_DESC_AUTO_NF|L|NÃO||||||(Memo)|06/05/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |264|EM|254|1|EM_MOD_MATRIC_ETIQ|I|1||||1|5|(Memo)|09/05/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |265|EM|255|1|EM_TIPO_COD_ORIGINAL|D|99|EST_TIPOCODIGOMERCADORIA|NOME|CODTIPOCODIGOMERCADORIA|||(Memo)|09/05/2008|99|
SYS_PARAMETRO                           |CODPARAMETRO                            |266|VE|256|1|VE_VARIAS_NT_ATIVAS|I|1||||1|4|(Memo)|30/05/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |267|VE|257|1|VE_PRAZO_TROCA|I|0||||||(Memo)|30/05/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |268|VE|258|1|VE_PERIODO_NV_ATIVA|I|1000||||||(Memo)|10/06/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |269|VE|259|1|VE_PERIODO_NV_ENC|I|30||||||(Memo)|10/06/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |270|EC|260|1|EC_PERC_PRECO_ECF|R|0||||0|100|(Memo)|19/06/2008|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |271|EC|261|1|EC_PESAVEL|L|NÃO||||||(Memo)|18/06/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |272|UT|262|1|UT_PERFIL_INVISIVEL|D|-1|USR_PERFIL|NOME|CODPERFIL|||(Memo)|20/06/2008|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |273|CF|263|1|CF_APELIDO|L|SIM||||||(Memo)|24/06/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |274|EC|264|1|EC_SERVICO_ECF|L|NÃO||||||(Memo)|25/06/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |275|EC|265|1|EC_PV_SERVICO_1|L|NÃO||||||(Memo)|25/06/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |276|VE|266|1|VE_DESC_SERV_INDIV|L|NÃO||||||(Memo)|27/06/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |277|VE|267|1|VE_TIPODESC_SERV|I|1||||1|2|(Memo)|27/06/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |278|VE|268|1|VE_DOCTO_PADRAO|D|1|GER_TIPODOCUMENTO|NOME|CODTIPODOCUMENTO|||(Memo)|07/07/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |279|VE|269|1|VE_LOCAL_PADRAO|D|1|CLF_BANCO|NOME|CODBANCO|||(Memo)|07/07/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |280|DS|270|1|VE_FORMA_CARTAO2|D|NÃO|GER_FORMAPAGAMENTO|NOME|CODFORMAPAGAMENTO|||(Memo)|28/07/2008|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |281|CL|271|1|CL_SPC_USUARIO|C|2||||||(Memo)|30/07/2008|NOME DA EMPRESA|
SYS_PARAMETRO                           |CODPARAMETRO                            |282|CL|272|1|CL_SPC_CODIGO|C|123456||||||(Memo)|30/07/2008|123456|
SYS_PARAMETRO                           |CODPARAMETRO                            |283|CL|273|1|CL_SPC_LINHA1|C|CÂMARA DE DIRIGENTES LOJISTAS DE GOV.VALADARES||||||(Memo)|30/07/2008|CÂMARA DE DIRIGENTES LOJISTAS DE GOV.VALADARES|
SYS_PARAMETRO                           |CODPARAMETRO                            |284|CL|274|1|CL_SPC_LINHA2|C|ATENDIMENTO AO ASSOCIADO: (33) 3279-4100 - CONSULTAS AO SPC:||||||(Memo)|30/07/2008|ATENDIMENTO AO ASSOCIADO: (33) 3279-4100 - CONSULTAS AO SPC:|
SYS_PARAMETRO                           |CODPARAMETRO                            |285|CL|275|1|CL_SPC_LINHA3|C|RUA PEÇANHA, 800, SLS 4, 5, 12 E 13 - CENTRO - E-MAIL: CDLGV||||||(Memo)|30/07/2008|RUA PEÇANHA, 800, SLS 4, 5, 12 E 13 - CENTRO - E-MAIL: CDLGV|
SYS_PARAMETRO                           |CODPARAMETRO                            |286|CL|276|1|CL_SPC_AGRUPADO|I|1||||1|2|(Memo)|30/07/2008|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |287|TE|277|1|TE_CAMINHO|P|C:\GERTEC||||||(Memo)|31/07/2008|C:\GERTEC|
SYS_PARAMETRO                           |CODPARAMETRO                            |288|TE|280|1|TE_CODIGO_PREFERIDO|I|1||||||(Memo)|31/07/2008|4|
SYS_PARAMETRO                           |CODPARAMETRO                            |289|GE|278|1|GE_TRABALHA_TC|L|NÃO||||||(Memo)|31/07/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |290|VE|281|1|VE_PARC_NV|L|SIM||||||(Memo)|06/08/2008|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |291|ES|282|1|ES_REF_PADRAO|D|2|EST_TIPOCODIGOMERCADORIA|NOME|CODTIPOCODIGOMERCADORIA|||(Memo)|06/08/2008|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |292|ES|283|1|ES_ITENS_ORDEM_LANC|L|SIM||||||(Memo)|06/08/2008|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |293|UT|284|1|UT_PAPEL_PADRAO|I|1||||1|2|(Memo)|11/08/2008|1|
